# id:2--2-2
0.61,0.09,-0.52205574319484
-0.24,-0.4,-0.46525298301134
-0.35,0.57,0.41760264746582
-0.73,0.26,-0.12102362304932
-0.42,-0.26,-0.58833930229182
0.1,-0.95,-0.92499738423386
-0.12,0.13,0.13634297255881
-0.94,0.05,-0.98369285115155
0.89,-0.08,-1.3132765496593
0.73,-0.47,-1.1747582496868
-0.27,0.08,0.43017289101373
-0.95,0.37,-0.39106610881458
0.17,0.06,0.20928892691912
-0.7,0.31,-0.2334785354934
-0.27,0.86,0.55282039499022
-0.11,-0.66,-0.58567325093866
-0.05,0.66,0.92956353448594
-0.05,0.6,0.77481582258113
0.22,0.23,0.3570110411125
-0.15,0.8,0.94703265864855
0.97,0.95,0.21958463237998
0.86,-0.15,-0.74698157970165
0.07,0.93,0.74189172838391
0.9,-0.04,-0.63834540824427
-0.16,0.63,0.4686829544939
0.5,0.58,0.14607497899246
-0.3,0.55,0.42189321859898
-0.05,0.87,0.87276935459307
-0.39,0.25,-0.098990817932368
0.18,0.35,0.57861153702916
0.11,-0.93,-0.88892832218079
0.7,-0.95,-1.4296094829324
0.73,-0.36,-1.0359245543709
0.65,-0.05,-0.27810233828283
0.88,-0.5,-1.050675855516
-0.26,0.84,0.79174560619028
-0.55,-0.4,-0.50230783481
-0.32,0.53,0.50387561055812
-0.48,-0.42,-0.80253725997451
-0.52,0.37,-0.023939617509141
-0.8,0.98,0.37043591325632
-0.06,-0.1,-0.064761158996711
0.53,0.9,0.31448522974352
-0.23,-0.86,-1.1088172354769
0.15,0.96,0.80451654746446
0.49,-0.75,-0.92739803798258
-0.98,0.18,-0.83022146954396
-0.7,0.76,0.21769427989176
0.83,0.95,0.39461356815649
-0.3,0.7,0.75193020873626
-0.55,0.45,0.30734786891703
0.54,-0.1,-0.54478712303811
-0.96,-0.78,-1.6064463463053
-0.58,-0.43,-0.58575861183945
-0.2,-0.09,-0.26497489151026
0.94,0,-0.69006015386536
-0.11,-0.12,-0.25936641369749
0.91,-0.58,-1.5449383938696
-0.22,-0.33,0.12216776362855
-0.44,0.93,0.60741255732787
-0.38,-0.95,-1.5103595213278
-0.83,-0.35,-1.0473316627209
0.24,-0.53,-0.42724935407276
-0.6,0.06,-0.49275837497582
-0.58,0.1,-0.14058104284312
-0.24,-0.13,-0.18439474854419
-0.45,-0.71,-1.0141416309614
0.78,-0.41,-1.1118217951936
-0.49,-0.8,-0.85647268207133
0.17,0.32,0.31647027117753
0.12,0.11,0.094477386292867
-0.69,-0.99,-1.2580574216654
0.99,-0.78,-1.6967809380575
-0.57,-0.24,-0.49839484701354
-0.11,0,-0.47182980419378
-0.31,0.52,0.82834207700716
0.05,-0.14,-0.11913465646516
-0.84,-0.71,-1.4900370952513
0.34,-0.44,-1.0299975891249
0.35,0.77,0.68509015832553
0.67,-0.9,-1.1177418582186
-0.36,-0.79,-0.87547493363395
-0.6,-0.58,-0.7437776278057
-0.19,-0.09,0.0019354727844116
-0.38,0.98,1.0169593617375
-0.78,0.75,0.10554867963026
0.08,-0.46,-0.47039831104616
0.76,0.07,-0.65091834560355
-0.24,-0.82,-1.0037520388591
0.84,0.66,-0.13893807497879
0.19,-0.48,-0.65286273915605
0.17,-0.76,-0.54330707103543
0.39,0.34,0.2973320150002
-0.47,-0.27,-0.391004678188
0.9,0.88,0.13472305300145
-0.51,0.57,0.82770624449902
0.99,0.14,-0.68178692602819
0.79,-0.62,-1.0912603525904
0.56,-0.41,-0.90444954614063
0.3,-0.83,-1.1862781401591
-0.44,0.52,0.11779738355355
0.93,0.65,-0.21178222848364
-0.95,0.68,-0.23641781407018
-0.29,-0.18,-0.031544909709742
0.87,-0.46,-1.4497754066532
-0.53,0.05,-0.32951447883557
0.07,0.65,0.5574021668355
0.29,-0.55,-0.62819201990708
-0.02,0.82,0.69137195766999
0.18,-0.12,-0.019607533918262
0.7,0.68,0.20761557677445
-0.56,0.69,0.52145382716661
-0.19,-0.78,-0.74434303140046
-0.94,-0.64,-1.5571876334798
-0.18,0.36,0.86702769497642
-0.46,0.38,-0.18623732425048
-0.12,-0.54,-0.40515819289468
0.03,-0.06,-0.1180260452176
-0.87,0.74,-0.10211329445533
0.76,-1,-1.7282255693189
-0.72,-0.77,-1.2279932708746
0.05,0.35,0.38250943312746
0.88,-0.66,-1.413990203001
0.8,-0.15,-1.000420489363
-0.84,-0.02,-0.71454050799571
